"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Sebastian"	"Vettel"	"VET"	"Ferrari"
"2"	"Lewis"	"Hamilton"	"HAM"	"Mercedes"
"3"	"Valtteri"	"Bottas"	"BOT"	"Mercedes"
"4"	"Daniel"	"Ricciardo"	"RIC"	"Red Bull Racing TAG Heuer"
"5"	"Max"	"Verstappen"	"VER"	"Red Bull Racing TAG Heuer"
"6"	"Kimi"	"Räikkönen"	"RAI"	"Ferrari"
"7"	"Esteban"	"Ocon"	"OCO"	"Force India Mercedes"
"8"	"Sergio"	"Perez"	"PER"	"Force India Mercedes"
"9"	"Carlos"	"Sainz"	"SAI"	"Renault"
"10"	"Lance"	"Stroll"	"STR"	"Williams Mercedes"
"11"	"Sergey"	"Sirotkin"	"SIR"	"Williams Mercedes"
"12"	"Fernando"	"Alonso"	"ALO"	"McLaren Renault"
"13"	"Charles"	"Leclerc"	"LEC"	"Sauber Ferrari"
"14"	"Nico"	"Hulkenberg"	"HUL"	"Renault"
"15"	"Kevin"	"Magnussen"	"MAG"	"Haas Ferrari"
"16"	"Stoffel"	"Vandoorne"	"VAN"	"McLaren Renault"
"17"	"Pierre"	"Gasly"	"GAS"	"Scuderia Toro Rosso Honda"
"18"	"Marcus"	"Ericsson"	"ERI"	"Sauber Ferrari"
"19"	"Brendon"	"Hartley"	"HAR"	"Scuderia Toro Rosso Honda"
"20"	"Romain"	"Grosjean"	"GRO"	"Haas Ferrari"
