"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Ayrton"	"Senna"	"SEN"	"McLaren Honda"
"2"	"Martin"	"Brundle"	"BRU"	"Benetton Ford"
"3"	"Michael"	"Schumacher"	"MSC"	"Benetton Ford"
"4"	"Gerhard"	"Berger"	"BER"	"McLaren Honda"
"5"	"Riccardo"	"Patrese"	"PAT"	"Williams Renault"
"6"	"Andrea"	"de Cesaris"	"DEC"	"Tyrrell Ilmor"
"7"	"Michele"	"Alboreto"	"ALB"	"Footwork Mugen Honda"
"8"	"Pierluigi"	"Martini"	"MAR"	"Dallara Ferrari"
"9"	"Ukyo"	"Katayama"	"KAT"	"Venturi Lamborghini"
"10"	"Karl"	"Wendlinger"	"WEN"	"March Ilmor"
"11"	"Jyrki"	"Jarvilehto"	"JAR"	"Dallara Ferrari"
"NC"	"Mauricio"	"Gugelmin"	"GUG"	"Jordan Yamaha"
"NC"	"Nigel"	"Mansell"	"MAN"	"Williams Renault"
"NC"	"Thierry"	"Boutsen"	"BOU"	"Ligier Renault"
"NC"	"Erik"	"Comas"	"COM"	"Ligier Renault"
"NC"	"Gabriele"	"Tarquini"	"TAR"	"Fondmetal Ford"
"NC"	"Olivier"	"Grouillard"	"GRO"	"Tyrrell Ilmor"
"NC"	"Johnny"	"Herbert"	"HER"	"Lotus Ford"
"NC"	"Emanuele"	"Naspetti"	"NAS"	"March Ilmor"
"NC"	"Jean"	"Alesi"	"ALE"	"Ferrari"
"NC"	"Ivan"	"Capelli"	"CAP"	"Ferrari"
"NC"	"Gianni"	"Morbidelli"	"MOR"	"Minardi Lamborghini"
"NC"	"Bertrand"	"Gachot"	"GAC"	"Venturi Lamborghini"
"NC"	"Mika"	"Hakkinen"	"HAK"	"Lotus Ford"
"NC"	"Aguri"	"Suzuki"	"SUZ"	"Footwork Mugen Honda"
