"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Michael"	"Schumacher"	"MSC"	"Ferrari"
"2"	"David"	"Coulthard"	"COU"	"McLaren Mercedes"
"3"	"Rubens"	"Barrichello"	"BAR"	"Stewart Ford"
"4"	"Damon"	"Hill"	"HIL"	"Jordan Mugen Honda"
"5"	"Giancarlo"	"Fisichella"	"FIS"	"Benetton Playlife"
"6"	"Jean"	"Alesi"	"ALE"	"Sauber Petronas"
"7"	"Mika"	"Salo"	"SAL"	"BAR Supertec"
"8"	"Luca"	"Badoer"	"BAD"	"Minardi Ford"
"9"	"Marc"	"Gene"	"GEN"	"Minardi Ford"
"10"	"Johnny"	"Herbert"	"HER"	"Stewart Ford"
"11"	"Alessandro"	"Zanardi"	"ZAN"	"Williams Supertec"
"NC"	"Pedro"	"Diniz"	"DIN"	"Sauber Petronas"
"NC"	"Olivier"	"Panis"	"PAN"	"Prost Peugeot"
"NC"	"Eddie"	"Irvine"	"IRV"	"Ferrari"
"NC"	"Heinz-Harald"	"Frentzen"	"FRE"	"Jordan Mugen Honda"
"NC"	"Toranosuke"	"Takagi"	"TAK"	"Arrows"
"NC"	"Ralf"	"Schumacher"	"RSC"	"Williams Supertec"
"NC"	"Mika"	"Hakkinen"	"HAK"	"McLaren Mercedes"
"NC"	"Pedro"	"de la Rosa"	"DLR"	"Arrows"
"NC"	"Alexander"	"Wurz"	"WUR"	"Benetton Playlife"
"NC"	"Jacques"	"Villeneuve"	"VIL"	"BAR Supertec"
"NC"	"Jarno"	"Trulli"	"TRU"	"Prost Peugeot"
