"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Ralf"	"Schumacher"	"RSC"	"Williams BMW"
"2"	"Juan Pablo"	"Montoya"	"MOY"	"Williams BMW"
"3"	"Michael"	"Schumacher"	"MSC"	"Ferrari"
"4"	"Jenson"	"Button"	"BUT"	"Renault"
"5"	"Nick"	"Heidfeld"	"HEI"	"Sauber Petronas"
"6"	"Felipe"	"Massa"	"MAS"	"Sauber Petronas"
"7"	"Allan"	"McNish"	"MCN"	"Toyota"
"8"	"Jacques"	"Villeneuve"	"VIL"	"BAR Honda"
"9"	"Takuma"	"Sato"	"SAT"	"Jordan Honda"
"10"	"Pedro"	"de la Rosa"	"DLR"	"Jaguar Cosworth"
"11"	"Heinz-Harald"	"Frentzen"	"FRE"	"Arrows Cosworth"
"12"	"Mika"	"Salo"	"SAL"	"Toyota"
"13"	"Giancarlo"	"Fisichella"	"FIS"	"Jordan Honda"
"NC"	"Rubens"	"Barrichello"	"BAR"	"Ferrari"
"NC"	"Mark"	"Webber"	"WEB"	"Minardi Asiatech"
"NC"	"Eddie"	"Irvine"	"IRV"	"Jaguar Cosworth"
"NC"	"Alex"	"Yoong"	"YOO"	"Minardi Asiatech"
"NC"	"Kimi"	"Räikkönen"	"RAI"	"McLaren Mercedes"
"NC"	"Enrique"	"Bernoldi"	"BER"	"Arrows Cosworth"
"NC"	"David"	"Coulthard"	"COU"	"McLaren Mercedes"
"NC"	"Olivier"	"Panis"	"PAN"	"BAR Honda"
"NC"	"Jarno"	"Trulli"	"TRU"	"Renault"
