"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Michael"	"Schumacher"	"MSC"	"Ferrari"
"2"	"Mark"	"Webber"	"WEB"	"Jaguar Cosworth"
"3"	"Rubens"	"Barrichello"	"BAR"	"Ferrari"
"4"	"Juan Pablo"	"Montoya"	"MOY"	"Williams BMW"
"5"	"Kimi"	"Räikkönen"	"RAI"	"McLaren Mercedes"
"6"	"Jenson"	"Button"	"BUT"	"BAR Honda"
"7"	"Ralf"	"Schumacher"	"RSC"	"Williams BMW"
"8"	"Jarno"	"Trulli"	"TRU"	"Renault"
"9"	"David"	"Coulthard"	"COU"	"McLaren Mercedes"
"10"	"Cristiano"	"da Matta"	"DAM"	"Toyota"
"11"	"Felipe"	"Massa"	"MAS"	"Sauber Petronas"
"12"	"Giancarlo"	"Fisichella"	"FIS"	"Sauber Petronas"
"13"	"Christian"	"Klien"	"KLI"	"Jaguar Cosworth"
"14"	"Olivier"	"Panis"	"PAN"	"Toyota"
"15"	"Nick"	"Heidfeld"	"HEI"	"Jordan Ford"
"16"	"Gianmaria"	"Bruni"	"BRU"	"Minardi Cosworth"
"17"	"Zsolt"	"Baumgartner"	"BAU"	"Minardi Cosworth"
"18"	"Giorgio"	"Pantano"	"PAN"	"Jordan Ford"
"19"	"Fernando"	"Alonso"	"ALO"	"Renault"
"20"	"Takuma"	"Sato"	"SAT"	"BAR Honda"
