"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Michael"	"Schumacher"	"MSC"	"Ferrari"
"2"	"Juan Pablo"	"Montoya"	"MOY"	"Williams BMW"
"3"	"Takuma"	"Sato"	"SAT"	"BAR Honda"
"4"	"Jarno"	"Trulli"	"TRU"	"Renault"
"5"	"Rubens"	"Barrichello"	"BAR"	"Ferrari"
"6"	"Ralf"	"Schumacher"	"RSC"	"Williams BMW"
"7"	"Olivier"	"Panis"	"PAN"	"Toyota"
"8"	"Fernando"	"Alonso"	"ALO"	"Renault"
"9"	"Mark"	"Webber"	"WEB"	"Jaguar Cosworth"
"10"	"David"	"Coulthard"	"COU"	"McLaren Mercedes"
"11"	"Cristiano"	"da Matta"	"DAM"	"Toyota"
"12"	"Giancarlo"	"Fisichella"	"FIS"	"Sauber Petronas"
"13"	"Kimi"	"Räikkönen"	"RAI"	"McLaren Mercedes"
"14"	"Jenson"	"Button"	"BUT"	"BAR Honda"
"15"	"Nick"	"Heidfeld"	"HEI"	"Jordan Ford"
"16"	"Christian"	"Klien"	"KLI"	"Jaguar Cosworth"
"17"	"Felipe"	"Massa"	"MAS"	"Sauber Petronas"
"18"	"Gianmaria"	"Bruni"	"BRU"	"Minardi Cosworth"
"19"	"Giorgio"	"Pantano"	"PAN"	"Jordan Ford"
"20"	"Zsolt"	"Baumgartner"	"BAU"	"Minardi Cosworth"
