"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Denny"	"Hulme"	"HUL"	"McLaren Ford"
"2"	"Ronnie"	"Peterson"	"PET"	"Lotus Ford"
"3"	"Francois "	"Cevert "	"CEV"	"Tyrrell Ford"
"4"	"Carlos"	"Reutemann"	"REU"	"Brabham Ford"
"5"	"Jackie"	"Stewart"	"STE"	"Tyrrell Ford"
"6"	"Jacky"	"Ickx"	"ICK"	"Ferrari"
"7"	"Peter  "	"Revson"	"REV"	"McLaren Ford"
"8"	"Mike "	"Beuttler "	"BEU"	"March Ford"
"9"	"Clay"	"Regazzoni"	"REG"	"BRM"
"10"	"Carlos"	"Pace"	"PAC"	"Surtees Ford"
"11"	"Howden "	"Ganley "	"GAN"	"Iso Marlboro Ford"
"12"	"Emerson"	"Fittipaldi"	"FIT"	"Lotus Ford"
"13"	"Niki"	"Lauda"	"LAU"	"BRM"
"NC"	"Jean-Pierre"	"Beltoise"	"BEL"	"BRM"
"NC"	"Jackie"	"Oliver"	"OLI"	"Shadow Ford"
"NC"	"Mike"	"Hailwood"	"HAI"	"Surtees Ford"
"NC"	"Jean-Pierre"	"Jarier"	"JAR"	"March Ford"
"NC"	"Graham"	"Hill"	"HIL"	"Shadow Ford"
"NC"	"Wilson"	"Fittipaldi"	"FIT"	"Brabham Ford"
