"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Mika"	"Hakkinen"	"HAK"	"McLaren Mercedes"
"2"	"David"	"Coulthard"	"COU"	"McLaren Mercedes"
"3"	"Jacques"	"Villeneuve"	"VIL"	"Williams Mecachrome"
"4"	"Damon"	"Hill"	"HIL"	"Jordan Mugen Honda"
"5"	"Michael"	"Schumacher"	"MSC"	"Ferrari"
"6"	"Ralf"	"Schumacher"	"RSC"	"Jordan Mugen Honda"
"7"	"Giancarlo"	"Fisichella"	"FIS"	"Benetton Playlife"
"8"	"Eddie"	"Irvine"	"IRV"	"Ferrari"
"9"	"Heinz-Harald"	"Frentzen"	"FRE"	"Williams Mecachrome"
"10"	"Jean"	"Alesi"	"ALE"	"Sauber Petronas"
"11"	"Alexander"	"Wurz"	"WUR"	"Benetton Playlife"
"12"	"Jarno"	"Trulli"	"TRU"	"Prost Peugeot"
"13"	"Toranosuke"	"Takagi"	"TAK"	"Tyrrell Ford"
"14"	"Mika"	"Salo"	"SAL"	"Arrows"
"15"	"Olivier"	"Panis"	"PAN"	"Prost Peugeot"
"16"	"Esteban"	"Tuero"	"TUE"	"Minardi Ford"
"NC"	"Johnny"	"Herbert"	"HER"	"Sauber Petronas"
"NC"	"Shinji"	"Nakano"	"NAK"	"Minardi Ford"
"NC"	"Rubens"	"Barrichello"	"BAR"	"Stewart Ford"
"NC"	"Jos"	"Verstappen"	"VER"	"Stewart Ford"
"NC"	"Pedro"	"Diniz"	"DIN"	"Arrows"
