"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Mika"	"Hakkinen"	"HAK"	"McLaren Mercedes"
"2"	"Michael"	"Schumacher"	"MSC"	"Ferrari"
"3"	"David"	"Coulthard"	"COU"	"McLaren Mercedes"
"4"	"Eddie"	"Irvine"	"IRV"	"Ferrari"
"5"	"Heinz-Harald"	"Frentzen"	"FRE"	"Williams Mecachrome"
"6"	"Giancarlo"	"Fisichella"	"FIS"	"Benetton Playlife"
"7"	"Alexander"	"Wurz"	"WUR"	"Benetton Playlife"
"8"	"Jacques"	"Villeneuve"	"VIL"	"Williams Mecachrome"
"9"	"Damon"	"Hill"	"HIL"	"Jordan Mugen Honda"
"10"	"Jean"	"Alesi"	"ALE"	"Sauber Petronas"
"11"	"Rubens"	"Barrichello"	"BAR"	"Stewart Ford"
"12"	"Olivier"	"Panis"	"PAN"	"Prost Peugeot"
"13"	"Jos"	"Verstappen"	"VER"	"Stewart Ford"
"14"	"Mika"	"Salo"	"SAL"	"Arrows"
"15"	"Shinji"	"Nakano"	"NAK"	"Minardi Ford"
"16"	"Toranosuke"	"Takagi"	"TAK"	"Tyrrell Ford"
"NC"	"Esteban"	"Tuero"	"TUE"	"Minardi Ford"
"NC"	"Ralf"	"Schumacher"	"RSC"	"Jordan Mugen Honda"
"NC"	"Johnny"	"Herbert"	"HER"	"Sauber Petronas"
"NC"	"Ricardo"	"Rosset"	"ROS"	"Tyrrell Ford"
"NC"	"Jarno"	"Trulli"	"TRU"	"Prost Peugeot"
"NC"	"Pedro"	"Diniz"	"DIN"	"Arrows"
