"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Ayrton"	"Senna"	"SEN"	"McLaren Honda"
"2"	"Nigel"	"Mansell"	"MAN"	"Williams Renault"
"3"	"Gerhard"	"Berger"	"BER"	"McLaren Honda"
"4"	"Nelson"	"Piquet"	"PIQ"	"Benetton Ford"
"5"	"Riccardo"	"Patrese"	"PAT"	"Williams Renault"
"6"	"Gianni"	"Morbidelli"	"MOR"	"Ferrari"
"7"	"Emanuele"	"Pirro"	"PIR"	"Dallara Judd"
"8"	"Andrea"	"de Cesaris"	"DEC"	"Jordan Ford"
"9"	"Alessandro"	"Zanardi"	"ZAN"	"Jordan Ford"
"10"	"Stefano"	"Modena"	"MOD"	"Tyrrell Honda"
"11"	"Johnny"	"Herbert"	"HER"	"Lotus Judd"
"12"	"Jyrki"	"Jarvilehto"	"JAR"	"Dallara Judd"
"13"	"Michele"	"Alboreto"	"ALB"	"Footwork Porsche"
"14"	"Mauricio"	"Gugelmin"	"GUG"	"Leyton House Ilmor"
"15"	"Alex"	"Caffi"	"CAF"	"Footwork Porsche"
"16"	"Roberto"	"Moreno"	"MOR"	"Minardi Ferrari"
"17"	"Mark"	"Blundell"	"BLU"	"Brabham Yamaha"
"18"	"Erik"	"Comas"	"COM"	"Ligier Lamborghini"
"19"	"Mika"	"Hakkinen"	"HAK"	"Lotus Judd"
"20"	"Karl"	"Wendlinger"	"WEN"	"Leyton House Ilmor"
"NC"	"Pierluigi"	"Martini"	"MAR"	"Minardi Ferrari"
"NC"	"Michael"	"Schumacher"	"MSC"	"Benetton Ford"
"NC"	"Jean"	"Alesi"	"ALE"	"Ferrari"
"NC"	"Nicola"	"Larini"	"LAR"	"Lambo Lamborghini"
"NC"	"Thierry"	"Boutsen"	"BOU"	"Ligier Lamborghini"
"NC"	"Satoru"	"Nakajima"	"NAK"	"Tyrrell Honda"
