"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Juan Manuel"	"Fangio"	"FAN"	"Mercedes-Benz"
"2"	"Jose Froilan"	"Gonzalez"	"GON"	"Ferrari"
"3"	"Hans "	"Herrmann"	"HER"	"Mercedes-Benz"
"4"	"Roberto"	"Mieres"	"MIE"	"Maserati"
"5"	"Sergio"	"Mantovani"	"MAN"	"Maserati"
"6"	"Ken "	"Wharton"	"WHA"	"Maserati"
"7"	"Umberto "	"Maglioli"	"MAG"	"Ferrari"
"8"	"Jacques"	"Swaters"	"SWA"	"Ferrari"
"NC"	"Karl"	"Kling"	"KLI"	"Mercedes-Benz"
"NC"	"Maurice "	"Trintignant"	"TRI"	"Ferrari"
"NC"	"Mike"	"Hawthorn"	"HAW"	"Ferrari"
"NC"	"Harry"	"Schell"	"SCH"	"Maserati"
"NC"	"Stirling"	"Moss"	"MOS"	"Maserati"
"NC"	"Fred"	"Wacker"	"WAC"	"Gordini"
"NC"	"Jean"	"Behra"	"BEH"	"Gordini"
"NC"	"Clemar"	"Bucci"	"BUC"	"Gordini"
