"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Charles"	"Leclerc"	"LEC"	"Ferrari"
"2"	"Lewis"	"Hamilton"	"HAM"	"Mercedes"
"3"	"Max"	"Verstappen"	"VER"	"Red Bull Racing Honda"
"4"	"Pierre"	"Gasly"	"GAS"	"AlphaTauri Honda"
"5"	"Carlos"	"Sainz"	"SAI"	"Ferrari"
"6"	"Sergio"	"Perez"	"PER"	"Red Bull Racing Honda"
"7"	"Yuki"	"Tsunoda"	"TSU"	"AlphaTauri Honda"
"8"	"Fernando"	"Alonso"	"ALO"	"Alpine Renault"
"9"	"Lando"	"Norris"	"NOR"	"McLaren Mercedes"
"10"	"Valtteri"	"Bottas"	"BOT"	"Mercedes"
"11"	"Sebastian"	"Vettel"	"VET"	"Aston Martin Mercedes"
"12"	"Esteban"	"Ocon"	"OCO"	"Alpine Renault"
"13"	"Daniel"	"Ricciardo"	"RIC"	"McLaren Mercedes"
"14"	"Kimi"	"Räikkönen"	"RAI"	"Alfa Romeo Racing Ferrari"
"15"	"George"	"Russell"	"RUS"	"Williams Mercedes"
"16"	"Nicholas"	"Latifi"	"LAT"	"Williams Mercedes"
"17"	"Mick"	"Schumacher"	"MSC"	"Haas Ferrari"
"18"	"Nikita"	"Mazepin"	"MAZ"	"Haas Ferrari"
"19"	"Lance"	"Stroll"	"STR"	"Aston Martin Mercedes"
"20"	"Antonio"	"Giovinazzi"	"GIO"	"Alfa Romeo Racing Ferrari"
