"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Jackie"	"Stewart"	"STE"	"Tyrrell Ford"
"2"	"Ronnie"	"Peterson"	"PET"	"Lotus Ford"
"3"	"Francois "	"Cevert "	"CEV"	"Tyrrell Ford"
"4"	"Jacky"	"Ickx"	"ICK"	"McLaren Ford"
"5"	"Niki"	"Lauda"	"LAU"	"BRM"
"6"	"Carlos"	"Reutemann"	"REU"	"Brabham Ford"
"7"	"Peter  "	"Revson"	"REV"	"McLaren Ford"
"8"	"Denny"	"Hulme"	"HUL"	"McLaren Ford"
"9"	"Jean-Pierre"	"Beltoise"	"BEL"	"BRM"
"10"	"Clay"	"Regazzoni"	"REG"	"BRM"
"11"	"Carlos"	"Pace"	"PAC"	"Surtees Ford"
"12"	"Henri"	"Pescarolo"	"PES"	"Iso Marlboro Ford"
"13"	"Wilson"	"Fittipaldi"	"FIT"	"Brabham Ford"
"14"	"Emerson"	"Fittipaldi"	"FIT"	"Lotus Ford"
"15"	"Jochen"	"Mass"	"MAS"	"Surtees Ford"
"16"	"Rolf"	"Stommelen"	"STO"	"Brabham Ford"
"17"	"Jackie"	"Oliver"	"OLI"	"Shadow Ford"
"18"	"Mike"	"Hailwood"	"HAI"	"Surtees Ford"
"19"	"Mike "	"Beuttler "	"BEU"	"March Ford"
"20"	"Graham"	"Hill"	"HIL"	"Shadow Ford"
"21"	"George "	"Follmer "	"FOL"	"Shadow Ford"
"22"	"David"	"Purley"	"PUR"	"March Ford"
