"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"David"	"Coulthard"	"COU"	"McLaren Mercedes"
"2"	"Rubens"	"Barrichello"	"BAR"	"Ferrari"
"3"	"Giancarlo"	"Fisichella"	"FIS"	"Benetton Playlife"
"4"	"Eddie"	"Irvine"	"IRV"	"Jaguar Cosworth"
"5"	"Mika"	"Salo"	"SAL"	"Sauber Petronas"
"6"	"Mika"	"Hakkinen"	"HAK"	"McLaren Mercedes"
"7"	"Jacques"	"Villeneuve"	"VIL"	"BAR Honda"
"8"	"Nick"	"Heidfeld"	"HEI"	"Prost Peugeot"
"9"	"Johnny"	"Herbert"	"HER"	"Jaguar Cosworth"
"10"	"Heinz-Harald"	"Frentzen"	"FRE"	"Jordan Mugen Honda"
"NC"	"Jos"	"Verstappen"	"VER"	"Arrows Supertec"
"NC"	"Michael"	"Schumacher"	"MSC"	"Ferrari"
"NC"	"Ricardo"	"Zonta"	"ZON"	"BAR Honda"
"NC"	"Ralf"	"Schumacher"	"RSC"	"Williams BMW"
"NC"	"Jarno"	"Trulli"	"TRU"	"Jordan Mugen Honda"
"NC"	"Pedro"	"Diniz"	"DIN"	"Sauber Petronas"
"NC"	"Jean"	"Alesi"	"ALE"	"Prost Peugeot"
"NC"	"Gaston"	"Mazzacane"	"MAZ"	"Minardi Fondmetal"
"NC"	"Marc"	"Gene"	"GEN"	"Minardi Fondmetal"
"NC"	"Alexander"	"Wurz"	"WUR"	"Benetton Playlife"
"NC"	"Jenson"	"Button"	"BUT"	"Williams BMW"
