"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Michael"	"Schumacher"	"MSC"	"Ferrari"
"2"	"Giancarlo"	"Fisichella"	"FIS"	"Benetton Playlife"
"3"	"Heinz-Harald"	"Frentzen"	"FRE"	"Jordan Mugen Honda"
"4"	"Jarno"	"Trulli"	"TRU"	"Jordan Mugen Honda"
"5"	"Ralf"	"Schumacher"	"RSC"	"Williams BMW"
"6"	"Jenson"	"Button"	"BUT"	"Williams BMW"
"7"	"Jos"	"Verstappen"	"VER"	"Arrows Supertec"
"8"	"Pedro"	"de la Rosa"	"DLR"	"Arrows Supertec"
"9"	"Ricardo"	"Zonta"	"ZON"	"BAR Honda"
"10"	"Gaston"	"Mazzacane"	"MAZ"	"Minardi Fondmetal"
"NC"	"Johnny"	"Herbert"	"HER"	"Jaguar Cosworth"
"NC"	"Marc"	"Gene"	"GEN"	"Minardi Fondmetal"
"NC"	"Mika"	"Hakkinen"	"HAK"	"McLaren Mercedes"
"NC"	"Rubens"	"Barrichello"	"BAR"	"Ferrari"
"NC"	"Eddie"	"Irvine"	"IRV"	"Jaguar Cosworth"
"NC"	"Jacques"	"Villeneuve"	"VIL"	"BAR Honda"
"NC"	"Jean"	"Alesi"	"ALE"	"Prost Peugeot"
"NC"	"Nick"	"Heidfeld"	"HEI"	"Prost Peugeot"
"NC"	"Alexander"	"Wurz"	"WUR"	"Benetton Playlife"
