"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Michael"	"Schumacher"	"MSC"	"Benetton Ford"
"2"	"Alain"	"Prost"	"PRO"	"Williams Renault"
"3"	"Damon"	"Hill"	"HIL"	"Williams Renault"
"4"	"Jean"	"Alesi"	"ALE"	"Ferrari"
"5"	"Karl"	"Wendlinger"	"WEN"	"Sauber"
"6"	"Martin"	"Brundle"	"BRU"	"Ligier Renault"
"7"	"Jyrki"	"Jarvilehto"	"JAR"	"Sauber"
"8"	"Pierluigi"	"Martini"	"MAR"	"Minardi Ford"
"9"	"Christian"	"Fittipaldi"	"FIT"	"Minardi Ford"
"10"	"Philippe"	"Alliot"	"ALL"	"Larrousse Lamborghini"
"11"	"Erik"	"Comas"	"COM"	"Larrousse Lamborghini"
"12"	"Andrea"	"de Cesaris"	"DEC"	"Tyrrell Yamaha"
"13"	"Rubens"	"Barrichello"	"BAR"	"Jordan Hart"
"14"	"Luca"	"Badoer"	"BAD"	"Lola Ferrari"
"15"	"Derek"	"Warwick"	"WAR"	"Footwork Mugen Honda"
"16"	"Riccardo"	"Patrese"	"PAT"	"Benetton Ford"
"NC"	"Pedro"	"Lamy"	"LAM"	"Lotus Ford"
"NC"	"Johnny"	"Herbert"	"HER"	"Lotus Ford"
"NC"	"Mark"	"Blundell"	"BLU"	"Ligier Renault"
"NC"	"Michele"	"Alboreto"	"ALB"	"Lola Ferrari"
"NC"	"Gerhard"	"Berger"	"BER"	"Ferrari"
"NC"	"Mika"	"Hakkinen"	"HAK"	"McLaren Ford"
"NC"	"Aguri"	"Suzuki"	"SUZ"	"Footwork Mugen Honda"
"NC"	"Ayrton"	"Senna"	"SEN"	"McLaren Ford"
"NC"	"Ukyo"	"Katayama"	"KAT"	"Tyrrell Yamaha"
"NC"	"Emanuele"	"Naspetti"	"NAS"	"Jordan Hart"
