"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Stirling"	"Moss"	"MOS"	"Vanwall"
"2"	"Juan Manuel"	"Fangio"	"FAN"	"Maserati"
"3"	"Harry"	"Schell"	"SCH"	"Maserati"
"4"	"Masten"	"Gregory"	"GRE"	"Maserati"
"5"	"Stuart "	"Lewis-Evans "	"LEW"	"Vanwall"
"6"	"Giorgio "	"Scarlatti "	"SCA"	"Maserati"
"7"	"Jack"	"Brabham"	"BRA"	"Cooper Climax"
"NC"	"Paco "	"Godia"	"GOD"	"Maserati"
"NC"	"Bruce "	"Halford "	"HAL"	"Maserati"
"NC"	"Luigi"	"Musso"	"MUS"	"Ferrari"
"NC"	"Jo"	"Bonnier"	"BON"	"Maserati"
"NC"	"Jean"	"Behra"	"BEH"	"Maserati"
"NC"	"Roy"	"Salvadori"	"SAL"	"Cooper Climax"
"NC"	"Luigi"	"Piotti"	"PIO"	"Maserati"
"NC"	"Horace "	"Gould "	"GOU"	"Maserati"
"NC"	"Tony"	"Brooks"	"BRO"	"Vanwall"
