"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Patrick"	"Tambay"	"TAM"	"Ferrari"
"2"	"Alain"	"Prost"	"PRO"	"Renault"
"3"	"Rene"	"Arnoux"	"ARN"	"Ferrari"
"4"	"Keke"	"Rosberg"	"ROS"	"Williams Ford"
"5"	"John"	"Watson"	"WAT"	"McLaren Ford"
"6"	"Marc"	"Surer"	"SUR"	"Arrows Ford"
"7"	"Jacques"	"Laffite"	"LAF"	"Williams Ford"
"8"	"Chico"	"Serra"	"SER"	"Arrows Ford"
"9"	"Raul"	"Boesel"	"BOE"	"Ligier Ford"
"10"	"Mauro"	"Baldi"	"BAL"	"Alfa Romeo"
"11"	"Manfred"	"Winkelhock"	"WIN"	"ATS BMW"
"12"	"Nigel"	"Mansell"	"MAN"	"Lotus Ford"
"NC"	"Riccardo"	"Patrese"	"PAT"	"Brabham BMW"
"NC"	"Andrea"	"de Cesaris"	"DEC"	"Alfa Romeo"
"NC"	"Elio"	"de Angelis"	"DEA"	"Lotus Renault"
"NC"	"Nelson"	"Piquet"	"PIQ"	"Brabham BMW"
"NC"	"Jean-Pierre"	"Jarier"	"JAR"	"Ligier Ford"
"NC"	"Danny"	"Sullivan"	"SUL"	"Tyrrell Ford"
"NC"	"Derek"	"Warwick"	"WAR"	"Toleman Hart"
"NC"	"Corrado"	"Fabi"	"FAB"	"Osella Ford"
"NC"	"Bruno"	"Giacomelli"	"GIA"	"Toleman Hart"
"NC"	"Niki"	"Lauda"	"LAU"	"McLaren Ford"
"NC"	"Johnny"	"Cecotto"	"CEC"	"Theodore Ford"
"NC"	"Michele"	"Alboreto"	"ALB"	"Tyrrell Ford"
"NC"	"Roberto"	"Guerrero"	"GUE"	"Theodore Ford"
"NC"	"Eddie "	"Cheever"	"CHE"	"Renault"
