"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Michael"	"Schumacher"	"MSC"	"Benetton Ford"
"2"	"Damon"	"Hill"	"HIL"	"Williams Renault"
"3"	"Gerhard"	"Berger"	"BER"	"Ferrari"
"4"	"Heinz-Harald"	"Frentzen"	"FRE"	"Sauber Mercedes"
"5"	"Pierluigi"	"Martini"	"MAR"	"Minardi Ford"
"6"	"Andrea"	"de Cesaris"	"DEC"	"Sauber Mercedes"
"7"	"Johnny"	"Herbert"	"HER"	"Lotus Mugen Honda"
"8"	"Christian"	"Fittipaldi"	"FIT"	"Footwork Ford"
"9"	"Jean-Marc"	"Gounon"	"GOU"	"Simtek Ford"
"10"	"Mark"	"Blundell"	"BLU"	"Tyrrell Yamaha"
"11"	"Erik"	"Comas"	"COM"	"Larrousse Ford"
"NC"	"Ukyo"	"Katayama"	"KAT"	"Tyrrell Yamaha"
"NC"	"Mika"	"Hakkinen"	"HAK"	"McLaren Peugeot"
"NC"	"Nigel"	"Mansell"	"MAN"	"Williams Renault"
"NC"	"Jean"	"Alesi"	"ALE"	"Ferrari"
"NC"	"Rubens"	"Barrichello"	"BAR"	"Jordan Hart"
"NC"	"Eric"	"Bernard"	"BER"	"Ligier Renault"
"NC"	"Olivier"	"Beretta"	"BER"	"Larrousse Ford"
"NC"	"Martin"	"Brundle"	"BRU"	"McLaren Peugeot"
"NC"	"Gianni"	"Morbidelli"	"MOR"	"Footwork Ford"
"NC"	"Olivier"	"Panis"	"PAN"	"Ligier Renault"
"NC"	"David"	"Brabham"	"BRA"	"Simtek Ford"
"NC"	"Jos"	"Verstappen"	"VER"	"Benetton Ford"
"NC"	"Eddie"	"Irvine"	"IRV"	"Jordan Hart"
"NC"	"Michele"	"Alboreto"	"ALB"	"Minardi Ford"
"NC"	"Alessandro"	"Zanardi"	"ZAN"	"Lotus Mugen Honda"
