"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"David"	"Coulthard"	"COU"	"McLaren Mercedes"
"2"	"Michael"	"Schumacher"	"MSC"	"Ferrari"
"3"	"Rubens"	"Barrichello"	"BAR"	"Ferrari"
"4"	"Kimi"	"Räikkönen"	"RAI"	"Sauber Petronas"
"5"	"Olivier"	"Panis"	"PAN"	"BAR Honda"
"6"	"Jos"	"Verstappen"	"VER"	"Arrows Asiatech"
"7"	"Eddie"	"Irvine"	"IRV"	"Jaguar Cosworth"
"8"	"Jacques"	"Villeneuve"	"VIL"	"BAR Honda"
"9"	"Nick"	"Heidfeld"	"HEI"	"Sauber Petronas"
"10"	"Jean"	"Alesi"	"ALE"	"Prost Acer"
"11"	"Luciano"	"Burti"	"BUR"	"Prost Acer"
"NC"	"Jenson"	"Button"	"BUT"	"Benetton Renault"
"NC"	"Pedro"	"de la Rosa"	"DLR"	"Jaguar Cosworth"
"NC"	"Juan Pablo"	"Montoya"	"MOY"	"Williams BMW"
"NC"	"Fernando"	"Alonso"	"ALO"	"Minardi European"
"NC"	"Tarso"	"Marques"	"MAR"	"Minardi European"
"NC"	"Enrique"	"Bernoldi"	"BER"	"Arrows Asiatech"
"NC"	"Ralf"	"Schumacher"	"RSC"	"Williams BMW"
"NC"	"Giancarlo"	"Fisichella"	"FIS"	"Benetton Renault"
"NC"	"Mika"	"Hakkinen"	"HAK"	"McLaren Mercedes"
"NC"	"Heinz-Harald"	"Frentzen"	"FRE"	"Jordan Honda"
