"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Michael"	"Schumacher"	"MSC"	"Ferrari"
"2"	"Juan Pablo"	"Montoya"	"MOY"	"Williams BMW"
"3"	"Jacques"	"Villeneuve"	"VIL"	"BAR Honda"
"4"	"Jarno"	"Trulli"	"TRU"	"Jordan Honda"
"5"	"David"	"Coulthard"	"COU"	"McLaren Mercedes"
"6"	"Nick"	"Heidfeld"	"HEI"	"Sauber Petronas"
"7"	"Olivier"	"Panis"	"PAN"	"BAR Honda"
"8"	"Kimi"	"Räikkönen"	"RAI"	"Sauber Petronas"
"9"	"Mika"	"Hakkinen"	"HAK"	"McLaren Mercedes"
"10"	"Jean"	"Alesi"	"ALE"	"Prost Acer"
"11"	"Luciano"	"Burti"	"BUR"	"Prost Acer"
"12"	"Jos"	"Verstappen"	"VER"	"Arrows Asiatech"
"13"	"Fernando"	"Alonso"	"ALO"	"Minardi European"
"14"	"Giancarlo"	"Fisichella"	"FIS"	"Benetton Renault"
"15"	"Jenson"	"Button"	"BUT"	"Benetton Renault"
"16"	"Tarso"	"Marques"	"MAR"	"Minardi European"
"NC"	"Rubens"	"Barrichello"	"BAR"	"Ferrari"
"NC"	"Eddie"	"Irvine"	"IRV"	"Jaguar Cosworth"
"NC"	"Ralf"	"Schumacher"	"RSC"	"Williams BMW"
"NC"	"Enrique"	"Bernoldi"	"BER"	"Arrows Asiatech"
"NC"	"Pedro"	"de la Rosa"	"DLR"	"Jaguar Cosworth"
"NC"	"Heinz-Harald"	"Frentzen"	"FRE"	"Jordan Honda"
