"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Ronnie"	"Peterson"	"PET"	"Lotus Ford"
"2"	"Emerson"	"Fittipaldi"	"FIT"	"McLaren Ford"
"3"	"Jody"	"Scheckter"	"SCH"	"Tyrrell Ford"
"4"	"Arturo"	"Merzario"	"MER"	"Iso Marlboro Ford"
"5"	"Carlos"	"Pace"	"PAC"	"Brabham Ford"
"6"	"Denny"	"Hulme"	"HUL"	"McLaren Ford"
"7"	"John"	"Watson"	"WAT"	"Brabham Ford"
"8"	"Graham"	"Hill"	"HIL"	"Lola Ford"
"9"	"David  "	"Hobbs"	"HOB"	"McLaren Ford"
"10"	"Tom"	"Pryce"	"PRY"	"Shadow Ford"
"11"	"Patrick"	"Depailler"	"DEP"	"Tyrrell Ford"
"NC"	"Clay"	"Regazzoni"	"REG"	"Ferrari"
"NC"	"Niki"	"Lauda"	"LAU"	"Ferrari"
"NC"	"Jacky"	"Ickx"	"ICK"	"Lotus Ford"
"NC"	"Rolf"	"Stommelen"	"STO"	"Lola Ford"
"NC"	"Jacques"	"Laffite"	"LAF"	"Iso Marlboro Ford"
"NC"	"Jean-Pierre"	"Jarier"	"JAR"	"Shadow Ford"
"NC"	"Vittorio"	"Brambilla"	"BRA"	"March Ford"
"NC"	"Tim  "	"Schenken"	"SCH"	"Trojan Ford"
"NC"	"Carlos"	"Reutemann"	"REU"	"Brabham Ford"
"NC"	"Hans-Joachim"	"Stuck"	"STU"	"March Ford"
"NC"	"Henri"	"Pescarolo"	"PES"	"BRM"
"NC"	"James"	"Hunt"	"HUN"	"Hesketh Ford"
"NC"	"Francois "	"Migault"	"MIG"	"BRM"
"NC"	"Jean-Pierre"	"Beltoise"	"BEL"	"BRM"
