"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Michael"	"Schumacher"	"MSC"	"Ferrari"
"2"	"Mika"	"Hakkinen"	"HAK"	"McLaren Mercedes"
"3"	"David"	"Coulthard"	"COU"	"McLaren Mercedes"
"4"	"Rubens"	"Barrichello"	"BAR"	"Ferrari"
"5"	"Alexander"	"Wurz"	"WUR"	"Benetton Playlife"
"6"	"Jacques"	"Villeneuve"	"VIL"	"BAR Honda"
"7"	"Eddie"	"Irvine"	"IRV"	"Jaguar Cosworth"
"8"	"Ralf"	"Schumacher"	"RSC"	"Williams BMW"
"9"	"Jarno"	"Trulli"	"TRU"	"Jordan Mugen Honda"
"10"	"Heinz-Harald"	"Frentzen"	"FRE"	"Jordan Mugen Honda"
"11"	"Ricardo"	"Zonta"	"ZON"	"BAR Honda"
"12"	"Johnny"	"Herbert"	"HER"	"Jaguar Cosworth"
"13"	"Giancarlo"	"Fisichella"	"FIS"	"Benetton Playlife"
"14"	"Pedro"	"de la Rosa"	"DLR"	"Arrows Supertec"
"15"	"Jos"	"Verstappen"	"VER"	"Arrows Supertec"
"16"	"Jenson"	"Button"	"BUT"	"Williams BMW"
"17"	"Mika"	"Salo"	"SAL"	"Sauber Petronas"
"18"	"Jean"	"Alesi"	"ALE"	"Prost Peugeot"
"19"	"Nick"	"Heidfeld"	"HEI"	"Prost Peugeot"
"20"	"Pedro"	"Diniz"	"DIN"	"Sauber Petronas"
"21"	"Marc"	"Gene"	"GEN"	"Minardi Fondmetal"
"22"	"Gaston"	"Mazzacane"	"MAZ"	"Minardi Fondmetal"
