"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Nigel"	"Mansell"	"MAN"	"Williams Renault"
"2"	"Ayrton"	"Senna"	"SEN"	"McLaren Honda"
"3"	"Riccardo"	"Patrese"	"PAT"	"Williams Renault"
"4"	"Gerhard"	"Berger"	"BER"	"McLaren Honda"
"5"	"Michael"	"Schumacher"	"MSC"	"Benetton Ford"
"6"	"Jean"	"Alesi"	"ALE"	"Ferrari"
"7"	"Andrea"	"de Cesaris"	"DEC"	"Tyrrell Ilmor"
"8"	"Martin"	"Brundle"	"BRU"	"Benetton Ford"
"9"	"Erik"	"Comas"	"COM"	"Ligier Renault"
"10"	"Mika"	"Hakkinen"	"HAK"	"Lotus Ford"
"11"	"Michele"	"Alboreto"	"ALB"	"Footwork Mugen Honda"
"12"	"Johnny"	"Herbert"	"HER"	"Lotus Ford"
"13"	"Olivier"	"Grouillard"	"GRO"	"Tyrrell Ilmor"
"14"	"Pierluigi"	"Martini"	"MAR"	"Dallara Ferrari"
"15"	"Stefano"	"Modena"	"MOD"	"Jordan Yamaha"
"16"	"Gianni"	"Morbidelli"	"MOR"	"Minardi Lamborghini"
"17"	"Christian"	"Fittipaldi"	"FIT"	"Minardi Lamborghini"
"18"	"Aguri"	"Suzuki"	"SUZ"	"Footwork Mugen Honda"
"19"	"Nicola"	"Larini"	"LAR"	"Ferrari"
"20"	"Mauricio"	"Gugelmin"	"GUG"	"Jordan Yamaha"
"21"	"Bertrand"	"Gachot"	"GAC"	"Venturi Lamborghini"
"22"	"Thierry"	"Boutsen"	"BOU"	"Ligier Renault"
"23"	"Emanuele"	"Naspetti"	"NAS"	"March Ilmor"
"24"	"Jyrki"	"Jarvilehto"	"JAR"	"Dallara Ferrari"
"25"	"Jan"	"Lammers"	"LAM"	"March Ilmor"
"26"	"Ukyo"	"Katayama"	"KAT"	"Venturi Lamborghini"
