"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Stirling"	"Moss"	"MOS"	"Vanwall"
"2"	"Mike"	"Hawthorn"	"HAW"	"Ferrari"
"3"	"Phil"	"Hill"	"HIL"	"Ferrari"
"4"	"Jo"	"Bonnier"	"BON"	"BRM"
"5"	"Harry"	"Schell"	"SCH"	"BRM"
"6"	"Masten"	"Gregory"	"GRE"	"Maserati"
"7"	"Roy"	"Salvadori"	"SAL"	"Cooper Climax"
"8"	"Jack "	"Fairman"	"FAI"	"Cooper Climax"
"9"	"Hans "	"Herrmann"	"HER"	"Maserati"
"10"	"Cliff"	"Allison"	"ALL"	"Lotus Climax"
"11"	"Jack"	"Brabham"	"BRA"	"Cooper Climax"
"12"	"Gerino "	"Gerini "	"GER"	"Maserati"
"13"	"Bruce"	"McLaren"	"MCL"	"Cooper Climax"
"14"	"Robert"	"La Caze"	"LAC"	"Cooper Climax"
"15"	"Andre"	"Guelfi"	"GUE"	"Cooper Climax"
"16"	"Graham"	"Hill"	"HIL"	"Lotus Climax"
"NC"	"Stuart "	"Lewis-Evans "	"LEW"	"Vanwall"
"NC"	"Francois"	"Picard"	"PIC"	"Cooper Climax"
"NC"	"Tom"	"Bridger"	"BRI"	"Cooper Climax"
"NC"	"Tony"	"Brooks"	"BRO"	"Vanwall"
"NC"	"Olivier "	"Gendebien"	"GEN"	"Ferrari"
"NC"	"Jean"	"Behra"	"BEH"	"BRM"
"NC"	"Wolfgang"	"Seidel"	"SEI"	"Maserati"
"NC"	"Ron"	"Flockhart"	"FLO"	"BRM"
"NC"	"Maurice "	"Trintignant"	"TRI"	"Cooper Climax"
