"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Jody"	"Scheckter"	"SCH"	"Tyrrell Ford"
"2"	"Mario"	"Andretti"	"AND"	"Lotus Ford"
"3"	"Chris"	"Amon"	"AMO"	"Ensign Ford"
"4"	"Patrick"	"Depailler"	"DEP"	"Tyrrell Ford"
"5"	"Niki"	"Lauda"	"LAU"	"Ferrari"
"6"	"Gunnar"	"Nilsson"	"NIL"	"Lotus Ford"
"7"	"Jacques"	"Laffite"	"LAF"	"Ligier Matra"
"8"	"James"	"Hunt"	"HUN"	"McLaren Ford"
"9"	"Ronnie"	"Peterson"	"PET"	"March Ford"
"10"	"Carlos"	"Pace"	"PAC"	"Brabham Alfa Romeo"
"11"	"Clay"	"Regazzoni"	"REG"	"Ferrari"
"12"	"Tom"	"Pryce"	"PRY"	"Shadow Ford"
"13"	"Jochen"	"Mass"	"MAS"	"McLaren Ford"
"14"	"Jean-Pierre"	"Jarier"	"JAR"	"Shadow Ford"
"15"	"Vittorio"	"Brambilla"	"BRA"	"March Ford"
"16"	"Carlos"	"Reutemann"	"REU"	"Brabham Alfa Romeo"
"17"	"John"	"Watson"	"WAT"	"Penske Ford"
"18"	"Alan "	"Jones"	"JON"	"Surtees Ford"
"19"	"Arturo"	"Merzario"	"MER"	"March Ford"
"20"	"Hans-Joachim"	"Stuck"	"STU"	"March Ford"
"21"	"Emerson"	"Fittipaldi"	"FIT"	"Fittipaldi Ford"
"22"	"Larry"	"Perkins"	"PER"	"Boro Ford"
"23"	"Harald"	"Ertl"	"ERT"	"Hesketh Ford"
"24"	"Brett"	"Lunger"	"LUN"	"Surtees Ford"
"25"	"Michel"	"Leclere"	"LEC"	"Wolf-Williams"
"26"	"Loris"	"Kessel"	"KES"	"Brabham Alfa Romeo"
