"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Niki"	"Lauda"	"LAU"	"Ferrari"
"2"	"James"	"Hunt"	"HUN"	"Hesketh Ford"
"3"	"Emerson"	"Fittipaldi"	"FIT"	"McLaren Ford"
"4"	"Hans-Joachim"	"Stuck"	"STU"	"March Ford"
"5"	"Clay"	"Regazzoni"	"REG"	"Ferrari"
"6"	"Carlos"	"Pace"	"PAC"	"Brabham Ford"
"7"	"Patrick"	"Depailler"	"DEP"	"Tyrrell Ford"
"8"	"Vittorio"	"Brambilla"	"BRA"	"March Ford"
"9"	"Jochen"	"Mass"	"MAS"	"McLaren Ford"
"10"	"Jody"	"Scheckter"	"SCH"	"Tyrrell Ford"
"11"	"Carlos"	"Reutemann"	"REU"	"Brabham Ford"
"12"	"Jacques"	"Laffite"	"LAF"	"Frank Williams Racing Cars/Williams"
"13"	"Ronnie"	"Peterson"	"PET"	"Lotus Ford"
"14"	"Jean-Pierre"	"Jarier"	"JAR"	"Shadow Matra"
"15"	"Tom"	"Pryce"	"PRY"	"Shadow Matra"
"16"	"Tony"	"Brise"	"BRI"	"Lola Ford"
"17"	"Brett"	"Lunger"	"LUN"	"Hesketh Ford"
"18"	"John"	"Watson"	"WAT"	"Surtees Ford"
"19"	"Mario"	"Andretti"	"AND"	"Parnelli Ford"
"20"	"Mark"	"Donohue"	"DON"	"March Ford"
"21"	"Lella"	"Lombardi"	"LOM"	"March Ford"
"22"	"Brian"	"Henton"	"HEN"	"Lotus Ford"
"23"	"Chris"	"Amon"	"AMO"	"Ensign Ford"
"24"	"Bob"	"Evans"	"EVA"	"BRM"
"25"	"Rolf"	"Stommelen"	"STO"	"Lola Ford"
"26"	"Harald"	"Ertl"	"ERT"	"Hesketh Ford"
"27"	"Roelof  "	"Wunderink"	"WUN"	"Ensign Ford"
"28"	"Jo "	"Vonlanthen "	"VON"	"Frank Williams Racing Cars/Williams"
