"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Mika"	"Hakkinen"	"HAK"	"McLaren Mercedes"
"2"	"Eddie"	"Irvine"	"IRV"	"Ferrari"
"3"	"David"	"Coulthard"	"COU"	"McLaren Mercedes"
"4"	"Giancarlo"	"Fisichella"	"FIS"	"Benetton Playlife"
"5"	"Heinz-Harald"	"Frentzen"	"FRE"	"Jordan Mugen Honda"
"6"	"Damon"	"Hill"	"HIL"	"Jordan Mugen Honda"
"7"	"Alexander"	"Wurz"	"WUR"	"Benetton Playlife"
"8"	"Rubens"	"Barrichello"	"BAR"	"Stewart Ford"
"9"	"Jacques"	"Villeneuve"	"VIL"	"BAR Supertec"
"10"	"Johnny"	"Herbert"	"HER"	"Stewart Ford"
"11"	"Jean"	"Alesi"	"ALE"	"Sauber Petronas"
"12"	"Pedro"	"Diniz"	"DIN"	"Sauber Petronas"
"13"	"Jarno"	"Trulli"	"TRU"	"Prost Peugeot"
"14"	"Olivier"	"Panis"	"PAN"	"Prost Peugeot"
"15"	"Alessandro"	"Zanardi"	"ZAN"	"Williams Supertec"
"16"	"Ralf"	"Schumacher"	"RSC"	"Williams Supertec"
"17"	"Ricardo"	"Zonta"	"ZON"	"BAR Supertec"
"18"	"Mika"	"Salo"	"SAL"	"Ferrari"
"19"	"Luca"	"Badoer"	"BAD"	"Minardi Ford"
"20"	"Pedro"	"de la Rosa"	"DLR"	"Arrows"
"21"	"Toranosuke"	"Takagi"	"TAK"	"Arrows"
"22"	"Marc"	"Gene"	"GEN"	"Minardi Ford"
