"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Michael"	"Schumacher"	"MSC"	"Ferrari"
"2"	"Ralf"	"Schumacher"	"RSC"	"Williams BMW"
"3"	"Juan Pablo"	"Montoya"	"MOY"	"Williams BMW"
"4"	"Mika"	"Hakkinen"	"HAK"	"McLaren Mercedes"
"5"	"Rubens"	"Barrichello"	"BAR"	"Ferrari"
"6"	"Nick"	"Heidfeld"	"HEI"	"Sauber Petronas"
"7"	"David"	"Coulthard"	"COU"	"McLaren Mercedes"
"8"	"Jarno"	"Trulli"	"TRU"	"Jordan Honda"
"9"	"Jean"	"Alesi"	"ALE"	"Jordan Honda"
"10"	"Jenson"	"Button"	"BUT"	"Benetton Renault"
"11"	"Kimi"	"Räikkönen"	"RAI"	"Sauber Petronas"
"12"	"Giancarlo"	"Fisichella"	"FIS"	"Benetton Renault"
"13"	"Olivier"	"Panis"	"PAN"	"BAR Honda"
"14"	"Eddie"	"Irvine"	"IRV"	"Jaguar Cosworth"
"15"	"Heinz-Harald"	"Frentzen"	"FRE"	"Prost Acer"
"16"	"Pedro"	"de la Rosa"	"DLR"	"Jaguar Cosworth"
"17"	"Fernando"	"Alonso"	"ALO"	"Minardi European"
"18"	"Jacques"	"Villeneuve"	"VIL"	"BAR Honda"
"19"	"Enrique"	"Bernoldi"	"BER"	"Arrows Asiatech"
"20"	"Jos"	"Verstappen"	"VER"	"Arrows Asiatech"
"21"	"Tomas"	"Enge"	"ENG"	"Prost Acer"
"22"	"Alex"	"Yoong"	"YOO"	"Minardi European"
