"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Michael"	"Schumacher"	"MSC"	"Ferrari"
"2"	"David"	"Coulthard"	"COU"	"McLaren Mercedes"
"3"	"Rubens"	"Barrichello"	"BAR"	"Ferrari"
"4"	"Ralf"	"Schumacher"	"RSC"	"Williams BMW"
"5"	"Jarno"	"Trulli"	"TRU"	"Jordan Honda"
"6"	"Mika"	"Hakkinen"	"HAK"	"McLaren Mercedes"
"7"	"Nick"	"Heidfeld"	"HEI"	"Sauber Petronas"
"8"	"Juan Pablo"	"Montoya"	"MOY"	"Williams BMW"
"9"	"Kimi"	"Räikkönen"	"RAI"	"Sauber Petronas"
"10"	"Jacques"	"Villeneuve"	"VIL"	"BAR Honda"
"11"	"Olivier"	"Panis"	"PAN"	"BAR Honda"
"12"	"Jean"	"Alesi"	"ALE"	"Jordan Honda"
"13"	"Pedro"	"de la Rosa"	"DLR"	"Jaguar Cosworth"
"14"	"Eddie"	"Irvine"	"IRV"	"Jaguar Cosworth"
"15"	"Giancarlo"	"Fisichella"	"FIS"	"Benetton Renault"
"16"	"Heinz-Harald"	"Frentzen"	"FRE"	"Prost Acer"
"17"	"Jenson"	"Button"	"BUT"	"Benetton Renault"
"18"	"Fernando"	"Alonso"	"ALO"	"Minardi European"
"19"	"Luciano"	"Burti"	"BUR"	"Prost Acer"
"20"	"Enrique"	"Bernoldi"	"BER"	"Arrows Asiatech"
"21"	"Jos"	"Verstappen"	"VER"	"Arrows Asiatech"
"22"	"Tarso"	"Marques"	"MAR"	"Minardi European"
