"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Lewis"	"Hamilton"	"HAM"	"Mercedes"
"2"	"Valtteri"	"Bottas"	"BOT"	"Mercedes"
"3"	"Kimi"	"Räikkönen"	"RAI"	"Ferrari"
"4"	"Sebastian"	"Vettel"	"VET"	"Ferrari"
"5"	"Max"	"Verstappen"	"VER"	"Red Bull Racing TAG Heuer"
"6"	"Sergio"	"Perez"	"PER"	"Force India Mercedes"
"7"	"Esteban"	"Ocon"	"OCO"	"Force India Mercedes"
"8"	"Lance"	"Stroll"	"STR"	"Williams Mercedes"
"9"	"Felipe"	"Massa"	"MAS"	"Williams Mercedes"
"10"	"Daniel"	"Ricciardo"	"RIC"	"Red Bull Racing TAG Heuer"
"11"	"Daniil"	"Kvyat"	"KVY"	"Toro Rosso"
"12"	"Kevin"	"Magnussen"	"MAG"	"Haas Ferrari"
"13"	"Nico"	"Hulkenberg"	"HUL"	"Renault"
"14"	"Pascal"	"Wehrlein"	"WEH"	"Sauber Ferrari"
"15"	"Carlos"	"Sainz"	"SAI"	"Toro Rosso"
"16"	"Romain"	"Grosjean"	"GRO"	"Haas Ferrari"
"17"	"Marcus"	"Ericsson"	"ERI"	"Sauber Ferrari"
"18"	"Stoffel"	"Vandoorne"	"VAN"	"McLaren Honda"
"19"	"Fernando"	"Alonso"	"ALO"	"McLaren Honda"
"20"	"Jolyon"	"Palmer"	"PAL"	"Renault"
