"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Niki"	"Lauda"	"LAU"	"Ferrari"
"2"	"Carlos"	"Reutemann"	"REU"	"Brabham Ford"
"3"	"Clay"	"Regazzoni"	"REG"	"Ferrari"
"4"	"Mario"	"Andretti"	"AND"	"Parnelli Ford"
"5"	"Mark"	"Donohue"	"DON"	"Penske Ford"
"6"	"Tony"	"Brise"	"BRI"	"Hill Ford"
"7"	"Jody"	"Scheckter"	"SCH"	"Tyrrell Ford"
"8"	"Emerson"	"Fittipaldi"	"FIT"	"McLaren Ford"
"9"	"Ronnie"	"Peterson"	"PET"	"Lotus Ford"
"10"	"Torsten  "	"Palm"	"PAL"	"Hesketh Ford"
"11"	"Alan "	"Jones"	"JON"	"Hesketh Ford"
"12"	"Patrick"	"Depailler"	"DEP"	"Tyrrell Ford"
"13"	"Bob"	"Evans"	"EVA"	"BRM"
"14"	"Damien"	"Magee"	"MAG"	"Frank Williams Racing Cars/Williams"
"15"	"Jacky"	"Ickx"	"ICK"	"Lotus Ford"
"16"	"John"	"Watson"	"WAT"	"Surtees Ford"
"17"	"Wilson"	"Fittipaldi"	"FIT"	"Fittipaldi Ford"
"NC"	"Tom"	"Pryce"	"PRY"	"Shadow Ford"
"NC"	"Ian"	"Scheckter"	"SCH"	"Frank Williams Racing Cars/Williams"
"NC"	"Vern"	"Schuppan"	"SCH"	"Hill Ford"
"NC"	"Carlos"	"Pace"	"PAC"	"Brabham Ford"
"NC"	"Jean-Pierre"	"Jarier"	"JAR"	"Shadow Ford"
"NC"	"Vittorio"	"Brambilla"	"BRA"	"March Ford"
"NC"	"Jochen"	"Mass"	"MAS"	"McLaren Ford"
"NC"	"James"	"Hunt"	"HUN"	"Hesketh Ford"
"NC"	"Lella"	"Lombardi"	"LOM"	"March Ford"
