"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Michael"	"Schumacher"	"MSC"	"Ferrari"
"2"	"Rubens"	"Barrichello"	"BAR"	"Ferrari"
"3"	"Fernando"	"Alonso"	"ALO"	"Renault"
"4"	"Juan Pablo"	"Montoya"	"MOY"	"Williams BMW"
"5"	"Jenson"	"Button"	"BUT"	"BAR Honda"
"6"	"Takuma"	"Sato"	"SAT"	"BAR Honda"
"7"	"Antonio"	"Pizzonia"	"PIZ"	"Williams BMW"
"8"	"Giancarlo"	"Fisichella"	"FIS"	"Sauber Petronas"
"9"	"David"	"Coulthard"	"COU"	"McLaren Mercedes"
"10"	"Mark"	"Webber"	"WEB"	"Jaguar Cosworth"
"11"	"Olivier"	"Panis"	"PAN"	"Toyota"
"12"	"Nick"	"Heidfeld"	"HEI"	"Jordan Ford"
"13"	"Christian"	"Klien"	"KLI"	"Jaguar Cosworth"
"14"	"Gianmaria"	"Bruni"	"BRU"	"Minardi Cosworth"
"15"	"Zsolt"	"Baumgartner"	"BAU"	"Minardi Cosworth"
"NC"	"Giorgio"	"Pantano"	"PAN"	"Jordan Ford"
"NC"	"Jarno"	"Trulli"	"TRU"	"Renault"
"NC"	"Ricardo"	"Zonta"	"ZON"	"Toyota"
"NC"	"Felipe"	"Massa"	"MAS"	"Sauber Petronas"
"NC"	"Kimi"	"Räikkönen"	"RAI"	"McLaren Mercedes"
