"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Michael"	"Schumacher"	"MSC"	"Ferrari"
"2"	"Rubens"	"Barrichello"	"BAR"	"Ferrari"
"3"	"Jenson"	"Button"	"BUT"	"BAR Honda"
"4"	"Jarno"	"Trulli"	"TRU"	"Renault"
"5"	"Takuma"	"Sato"	"SAT"	"BAR Honda"
"6"	"Fernando"	"Alonso"	"ALO"	"Renault"
"7"	"Ralf"	"Schumacher"	"RSC"	"Williams BMW"
"8"	"Mark"	"Webber"	"WEB"	"Jaguar Cosworth"
"9"	"Olivier"	"Panis"	"PAN"	"Toyota"
"10"	"Cristiano"	"da Matta"	"DAM"	"Toyota"
"11"	"Giancarlo"	"Fisichella"	"FIS"	"Sauber Petronas"
"12"	"Felipe"	"Massa"	"MAS"	"Sauber Petronas"
"13"	"Juan Pablo"	"Montoya"	"MOY"	"Williams BMW"
"14"	"Christian"	"Klien"	"KLI"	"Jaguar Cosworth"
"15"	"Nick"	"Heidfeld"	"HEI"	"Jordan Ford"
"16"	"Giorgio"	"Pantano"	"PAN"	"Jordan Ford"
"17"	"Gianmaria"	"Bruni"	"BRU"	"Minardi Cosworth"
"NC"	"David"	"Coulthard"	"COU"	"McLaren Mercedes"
"NC"	"Zsolt"	"Baumgartner"	"BAU"	"Minardi Cosworth"
"NC"	"Kimi"	"Räikkönen"	"RAI"	"McLaren Mercedes"
